caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
31dec1947,.030784,.02527276,.04083638,.03372988,22263926.1,90,21727652.2,90,15.3,.02068045
31jan1948,-.03774315,-.03890483,-.01767993,-.01958957,21406439.9,90,22263926.1,90,14.69,-.03986928
28feb1948,-.04023235,-.04778207,-.0473947,-.05380637,20401686.6,90,21406439.9,90,14,-.04697073
31mar1948,.0814404,.07702192,.1003683,.09503147,21973063.6,90,20401686.6,90,15.08,.07714286
30apr1948,.03082078,.0285371,.0346345,.03283542,22687253.5,90,21973063.6,90,15.48,.0265252
28may1948,.0840141,.07752259,.0777942,.07132505,24442390,90,22687253.5,90,16.69,.07816537
30jun1948,.007664969,.003686618,.01030144,.005884072,24506634.9,90,24442390,90,16.74,.002995806
30jul1948,-.05229595,-.05314427,-.04896632,-.05049712,23205032.4,90,24507463.8,90,15.85,-.05316607
31aug1948,.0155394,.008123083,.01753956,.01114285,23395827.1,90,23205032.4,90,15.97,.007570978
30sep1948,-.02701604,-.03115893,-.03696151,-.04128999,22666864.2,90,23395827.1,90,15.49,-.03005636
30oct1948,.07004122,.06702264,.05934709,.05664326,24198325.2,90,22666864.2,90,16.54,.06778567
30nov1948,-.09833213,-.1099391,-.1095818,-.1195092,21550191.4,90,24198325.2,90,14.75,-.1082225
31dec1948,.03595164,.0297191,.02801935,.02067758,22094298.4,90,21550191.4,90,15.2,.03050848
31jan1949,.002676032,.001376526,.01485465,.01280697,22124711.8,90,22094298.4,90,15.22,.00131579
28feb1949,-.031639,-.04147154,-.0284176,-.03620086,21226763.4,90,22124711.8,90,14.62,-.03942181
31mar1949,.03398119,.02934854,.04214456,.03667335,21865403.4,90,21226763.4,90,15.06,.03009576
30apr1949,-.01869099,-.02171703,-.02888809,-.03094843,21390528.6,90,21865403.4,90,14.74,-.02124834
31may1949,-.02942339,-.03779161,-.02651878,-.03465523,20603559.9,90,21390528.6,90,14.19,-.03731343
30jun1949,.001743653,-.003269201,-.00671008,-.01161415,20536202.7,90,20603559.9,90,14.16,-.002114165
29jul1949,.06273188,.06165726,.05619863,.05432131,21836534,90,20541448.7,90,15.04,.06214689
31aug1949,.02179951,.01173841,.02359299,.01502291,22092860.2,90,21836534,90,15.22,.01196809
30sep1949,.02741501,.02429275,.03420857,.0302259,22640450.2,90,22092860.2,90,15.58,.02365309
31oct1949,.02978029,.02843748,.01856472,.01626747,23222496.5,90,22640450.2,90,16.04,.02952503
30nov1949,.02073825,.0004820363,.01894053,.007633703,23262075.2,90,23222496.5,90,16.06,.001246883
31dec1949,.05098399,.0460342,.06827223,.06170777,24536226.9,90,23262075.2,90,16.76,.04358655
31jan1950,.01970257,.01824474,.0339636,.03161511,24999176.5,90,24536226.9,90,17.05,.0173031
28feb1950,.019603,.009975099,.01847876,.01178125,25246904.9,90,24999176.5,90,17.22,.009970674
31mar1950,.008185059,.003541799,.004111282,-.001171214,25399291.9,90,25246904.9,90,17.29,.00406504
29apr1950,.04588711,.04449311,.03592928,.03372816,26529385.3,90,25399291.9,90,18.07,.04511278
31may1950,.04690196,.03759041,.02533879,.01774954,27535099.4,90,26529385.3,90,18.78,.03929164
30jun1950,-.05422416,-.05784916,-.07207468,-.07644489,25950947.1,90,27535099.4,90,17.69,-.05804047
31jul1950,.01698091,.0158747,.0490279,.04699639,25667012,90,25265923.1,90,17.84,.008479367
31aug1950,.04806276,.03152616,.03493091,.02570052,26460058,90,25667012,90,18.42,.03251121
29sep1950,.05946633,.05650967,.06484261,.06059673,27955307.1,90,26460058,90,19.45,.05591748
31oct1950,.005084252,.003424793,-.007083749,-.01003996,28064837.9,90,27955307.1,90,19.53,.004113111
30nov1950,.02242976,-.00007286371,.02872106,.01496155,28062793,90,28064837.9,90,19.51,-.001024066
30dec1950,.05542532,.05102499,.07967865,.07187758,29783857.3,90,28062793,90,20.41,.04613019
31jan1951,.06510504,.06330869,.07227057,.06994092,31674640,90,29783857.3,90,21.66,.06124449
28feb1951,.01454603,.004185183,.00944642,.002607782,31812722,90,31674640,90,21.8,.006463527
31mar1951,-.0174842,-.0197061,-.02480632,-.02896907,31252904.5,90,31812722,90,21.4,-.01834862
30apr1951,.04910775,.04790301,.03171758,.02938843,32748452.4,90,31252904.5,90,22.43,.04813084
31may1951,-.02997904,-.0409169,-.02284394,-.03039902,31408487.4,90,32748452.4,90,21.52,-.04057067
29jun1951,-.02584837,-.02818568,-.0418028,-.0458238,30523217.8,90,31408487.4,90,20.96,-.02602231
31jul1951,.07093456,.07001441,.07719068,.07472233,32660294.1,90,30523217.8,90,22.4,.06870229
31aug1951,.05021958,.03839605,.03509332,.027443,33914320.6,90,32660294.1,90,23.28,.03928572
28sep1951,.002867845,.001194599,.01852009,.01492054,34522002.2,90,34480811.5,90,23.26,-.0008591065
31oct1951,-.01332108,-.01508751,-.02305089,-.02589245,34018023,90,34522002.2,90,22.94,-.01375752
30nov1951,.01138836,-.002573935,.01476139,.004766869,33951915.2,90,34018023,90,22.88,-.002615519
31dec1951,.04181496,.03846696,.02791811,.02138714,35444069,90,33951915.2,90,23.77,.0388986
31jan1952,.01776776,.01630346,.02077795,.01850702,36042650,90,35444069,90,24.14,.01556584
29feb1952,-.02524059,-.03574341,-.01604549,-.02329649,34754362.9,90,36042650,90,23.26,-.03645402
31mar1952,.052805,.0506553,.04503014,.04061178,36571939.9,90,34754362.9,90,24.37,.04772141
30apr1952,-.04142321,-.04326779,-.03533958,-.0380393,34996117.1,90,36571939.9,90,23.32,-.04308576
29may1952,.03369781,.02327431,.02811808,.02094601,35837771.2,90,34996117.1,90,23.86,.02315609
30jun1952,.04783233,.04579493,.03901194,.03466793,37574458.5,90,35837771.2,90,24.96,.04610226
31jul1952,.01912876,.01765938,.01887126,.01676758,38238000.2,90,37574458.5,90,25.4,.01762821
29aug1952,-.005673727,-.01500702,-.00418175,-.01059463,37664161.7,90,38238000.2,90,25.03,-.01456693
30sep1952,-.01808519,-.02009836,-.0183588,-.02209021,36895405.5,90,37664161.7,90,24.54,-.01957651
31oct1952,.0003203807,-.001244386,-.01153594,-.01470282,36849493.4,90,36895405.5,90,24.52,-.0008149959
28nov1952,.06138206,.04827268,.07612461,.066683,38668054.6,90,36849493.4,90,25.66,.04649266
31dec1952,.03821469,.03572493,.03586837,.03085037,40315357.1,90,38668054.6,90,26.57,.03546376
30jan1953,-.006207,-.006795308,.006761601,.005373129,40072053,90,40315357.1,90,26.38,-.007150922
27feb1953,-.00754023,-.01780417,-.006502804,-.01362961,39358603.5,90,40072053,90,25.9,-.0181956
31mar1953,-.02228799,-.02436832,-.01647523,-.02082407,38399500.5,90,39358603.5,90,25.29,-.02355212
30apr1953,-.02530788,-.02683197,-.02433909,-.02671425,37382725.8,90,38399500.5,90,24.62,-.02649269
29may1953,.007401221,-.002730002,.009465835,.002360214,37299755.8,90,37382725.8,90,24.54,-.003249391
30jun1953,-.01426573,-.01618263,-.01832971,-.0221979,36494598.6,90,37094891.5,90,24.14,-.01629992
31jul1953,.02631364,.02484408,.02316513,.0207358,37427558.5,90,36494598.6,90,24.75,.02526926
31aug1953,-.05010057,-.06009732,-.05538667,-.06217485,35178263,90,37427558.5,90,23.32,-.05777778
30sep1953,.002186661,.00007239644,-.006661728,-.01056843,35247353.2,90,35178263,90,23.35,.001286449
30oct1953,.05104604,.04980615,.04203473,.03915772,37002888.1,90,35247353.2,90,24.54,.0509636
30nov1953,.02376348,.009878737,.02692084,.01674716,37368452.2,90,37002888.1,90,24.76,.008964955
31dec1953,.0017134,-.001188523,-.01089184,-.01637851,37601343.1,90,37368452.2,90,24.81,.002019386
29jan1954,.05348603,.05258605,.06039327,.05842338,39598963.1,90,37601343.1,90,26.08,.05118904
26feb1954,.01291626,.002343196,.009182766,.001405552,39691751.2,90,39598963.1,90,26.15,.002684049
31mar1954,.03053003,.02842326,.02443911,.01960309,40819920.2,90,39691751.2,90,26.94,.03021033
30apr1954,.04835806,.04713972,.01896555,.01699375,43180701.5,90,41235274,90,28.26,.04899777
28may1954,.04277712,.033606,.04441199,.03757452,44645695.1,90,43180701.5,90,29.19,.0329087
30jun1954,.002466996,.0005332562,.01374325,.01013822,44761560.1,91,44704632.5,91,29.21,.0006851662
30jul1954,.05870072,.05778019,.05991754,.05814078,47347890.90000001,91,44761560.1,91,30.88,.0571722
31aug1954,-.02589449,-.03475279,-.02636989,-.0329216,45702419.40000001,91,47347890.90000001,91,29.83,-.03400259
30sep1954,.08250014,.08088774,.04581793,.04252403,49399184.8,91,45702419.40000001,91,32.31,.08313778
29oct1954,-.01786719,-.01865898,-.009136555,-.01101857,48477471.1,91,49399184.8,91,31.68,-.01949861
30nov1954,.09577382,.08271244,.1070418,.09743374,52487203.90000001,91,48477471.1,91,34.24,.08080808
31dec1954,.05428844,.05236117,.07520486,.07181398,56080951.8,91,52487203.90000001,91,35.98,.05081776
31jan1955,.0180759,.01759145,.008848326,.007644415,56969739.40000001,91,56080951.8,91,36.63,.01806559
28feb1955,.01352618,.005446193,.03288529,.02666929,57600054.5,91,56969739.40000001,91,36.76,.003549004
31mar1955,-.002242052,-.003850769,-.003972845,-.007475036,57378250,91,57600054.5,91,36.58,-.004896627
29apr1955,.03984336,.03888517,.0365129,.03498074,59609412.8,91,57378250,91,37.96,.03772553
31may1955,.006432674,-.001080876,.01206597,.006198463,59515827.1,91,59609412.8,91,37.91,-.001317176
30jun1955,.08129992,.07993025,.04023066,.03696457,64288556.8,91,59515827.1,91,41.03,.08230019
29jul1955,.05764594,.05706841,.007444183,.005972493,68016870.2,91,64288556.8,91,43.52,.0606873
31aug1955,-.0006481411,-.008313159,.004281509,-.001446634,67451435.10000001,91,68016870.2,91,43.18,-.0078125
30sep1955,.01128601,.01011675,-.01993959,-.0227094,68133842.90000001,91,67451435.10000001,91,43.67,.01134785
31oct1955,-.03046827,-.03099978,-.02950867,-.03103237,66027250.5,91,68133842.90000001,91,42.34,-.03045569
30nov1955,.08782523,.07512401,.06965831,.06062413,71047278.10000001,91,66027250.5,91,45.51,.0748701
30dec1955,-.0003091372,-.001685318,.007020262,.004090889,71347306.60000001,91,71047278.10000001,91,45.48,-.0006591958
31jan1956,-.03505653,-.03627932,-.0292816,-.03112043,68758875.2,91,71347306.60000001,91,43.82,-.03649956
29feb1956,.04139738,.03445795,.03564847,.02936551,71164930.10000001,91,68758875.2,91,45.34,.03468736
29mar1956,.07032814,.06922571,.05773842,.05431654,76102491.90000001,91,71164930.10000001,91,48.48,.06925453
30apr1956,-.0006366379,-.001424812,-.00667156,-.008259048,75994060.10000001,91,76102491.90000001,91,48.38,-.002062706
31may1956,-.05841355,-.06597625,-.04533945,-.05148976,70980257.60000001,91,75994060.10000001,91,45.2,-.06572964
29jun1956,.03890974,.03776236,.0250998,.02232125,73660638.90000001,91,70980257.60000001,91,46.97,.03915929
31jul1956,.05142733,.0506185,.03961443,.03792268,77389230.10000001,91,73660638.90000001,91,49.39,.05152225
31aug1956,-.03278799,-.03997606,-.0317429,-.03739685,74291102.40000001,91,77389230.10000001,91,47.51,-.03806439
28sep1956,-.04402242,-.04512716,-.04315891,-.04611675,70967696.40000001,91,74291102.40000001,91,45.35,-.04546411
31oct1956,.006619321,.005297669,.004705844,.002011433,71343659.8,91,70967696.40000001,91,45.58,.005071665
30nov1956,-.001920893,-.01116051,-.002675962,-.00987996,70545824.2,91,71343659.8,91,45.08,-.01096972
31dec1956,.03628394,.0344421,.02614272,.02189258,73906764,91,70545824.2,91,46.67,.03527063
31jan1957,-.0402375,-.04156917,-.007459185,-.009516008,70834520.5,91,73906764,91,44.72,-.04178273
28feb1957,-.02491906,-.03282308,-.02702742,-.03357368,68532508.90000001,91,70834520.5,91,43.26,-.03264758
29mar1957,.02382658,.02075215,.02172942,.01748529,175073435,499,171413672,498,44.11,.01964864
30apr1957,.04653791,.04521464,.02839302,.02641131,183265643,499,175073435,498,45.74,.03695307
31may1957,.0387337,.03320787,.02392484,.01851084,189586695,499,183265643,498,47.43,.03694797
28jun1957,-.0007048948,-.003632276,-.00786477,-.01163189,188909079,499,189531565,497,47.37,-.001265022
31jul1957,.009747137,.00821702,.002362367,.0002951209,190769088,499,189214298,498,47.91,.01139962
30aug1957,-.04899788,-.05417807,-.05108425,-.05616026,180877800,499,191089378,498,45.22,-.05614694
30sep1957,-.05787916,-.0606091,-.04928421,-.05381073,169918270,499,180877800,498,42.42,-.0619195
31oct1957,-.03883353,-.04054895,-.05562357,-.05840224,162970714,499,169859825,497,41.06,-.03206035
29nov1957,.02370314,.01648315,.02387283,.01742553,165962567,499,162970714,497,41.72,.01607404
31dec1957,-.03742183,-.04102089,-.04802167,-.05339357,161687382,499,165742188,496,39.99,-.04146692
31jan1958,.045518,.04433006,.09978859,.09782076,169531992,499,162268458,497,41.7,.04276069
28feb1958,-.01410921,-.02028774,-.0113246,-.01661717,166267488,499,169710492,498,40.84,-.0206235
31mar1958,.03305175,.02973584,.03906125,.03459889,171224460,499,166266541,498,42.1,.03085211
30apr1958,.03351093,.03203845,.03317899,.03110381,177092196,499,171580020,498,43.44,.03182898
29may1958,.02131275,.01550259,.03451165,.02986292,179834278,499,177092196,498,44.09,.01496317
30jun1958,.02799821,.02489705,.02675758,.02280523,184791790,500,180259708,499,45.24,.02608301
31jul1958,.04396016,.04241763,.05677934,.05498082,192642259,500,184791790,499,47.19,.04310345
29aug1958,.01799936,.01327039,.02899014,.02485118,195204709,500,192642259,499,47.75,.01186692
30sep1958,.05083685,.04795395,.05374527,.05003829,204544758,500,195169789,499,50.06,.04837696
31oct1958,.02736979,.02587776,.0280648,.02613041,209882747,500,204544758,499,51.33,.02536956
28nov1958,.02861704,.02338523,.03904096,.03463551,214960657,500,209882747,499,52.48,.02240405
31dec1958,.05411247,.05143195,.0397549,.03600462,231623360,500,214826303,498,55.21,.05201982
30jan1959,.006330619,.005395496,.03337754,.03203813,232856525,500,231623360,499,55.42,.003803659
27feb1959,.006710982,.002209749,.02442707,.02070766,233347822,500,232805527,499,55.41,-.0001804403
31mar1959,.003351537,.0008263672,.005580302,.002336353,233737557,500,233547742,499,55.44,.0005414185
30apr1959,.04005445,.03909328,.02859265,.0272485,243117559,500,233931382,499,57.59,.03878066
29may1959,.0236306,.01904254,.01215958,.008451222,247835545,500,243151639,499,58.68,.0189269
30jun1959,-.0007253099,-.003195761,.006939268,.00383694,247095804,500,247835545,499,58.47,-.003578732
31jul1959,.03450426,.03351405,.02802299,.02672657,255413171,500,247114819,499,60.51,.03488969
31aug1959,-.01107563,-.01517913,-.01461342,-.01819436,251535770,500,255413171,499,59.6,-.01503884
30sep1959,-.04318153,-.04558611,-.0409541,-.04478347,240069254,500,251535770,499,56.88,-.04563759
30oct1959,.01257382,.01143616,.01301133,.01122562,242842114,500,240069254,499,57.52,.01125176
30nov1959,.018486,.01311373,.01551993,.01094656,246037920,500,242842114,499,58.28,.0132128
31dec1959,.02962724,.02691102,.01753709,.01365828,256068996,500,245912974,499,59.89,.02762526
29jan1960,-.06993341,-.07083485,-.04908747,-.05033559,237925278,500,256068996,499,55.61,-.07146435
29feb1960,.01392162,.009129155,.007490265,.003340067,240269700,500,237979352,499,56.12,.009171013
31mar1960,-.01256564,-.01523816,-.02578352,-.02959036,236713548,500,240376336,499,55.34,-.01389879
29apr1960,-.01611259,-.01709707,-.0159022,-.01728886,232699355,500,236732944,499,54.37,-.01752801
31may1960,.03351326,.02831233,.02584203,.02090657,239287611,500,232699355,499,55.83,.02685304
30jun1960,.02180181,.01913309,.02011867,.01678371,243810156,500,239232889,498,56.92,.01952355
29jul1960,-.02294826,-.02381283,-.01861167,-.01992839,238290809,500,243806117,498,55.51,-.02477161
31aug1960,.03146667,.02619685,.03403322,.02871393,244168450,500,237935302,498,56.96,.02612142
30sep1960,-.05871278,-.0609199,-.06056046,-.06338324,229638856,500,244168450,498,53.52,-.06039326
31oct1960,-.00107899,-.002407106,-.01149031,-.01309117,229776734,500,230331128,499,53.39,-.002428998
30nov1960,.04608094,.03997704,.04731948,.04137309,238962494,500,229776734,499,55.54,.04026971
30dec1960,.04883853,.0465965,.0390621,.03614259,253558721,500,239568204,498,58.11,.04627296
31jan1961,.06432018,.06318068,.07833023,.07685404,270248746,500,253991261,498,61.78,.06315608
