caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
31mar2006,.01290904,.01151118,.01791514,.01650268,11949722000,500,11827164300,500,1294.83,.01106461
28apr2006,.01206387,.01085011,.01053831,.009691396,12120838900,500,11982277300,499,1310.61,.01218693
31may2006,-.02831921,-.03051855,-.02830438,-.0299635,11766925100,500,12119754700,499,1270.09,-.0309169
30jun2006,.001587439,.0003476813,-.001960485,-.003269976,11764523200,500,11772698800,500,1270.2,.00008660804
31jul2006,.005571092,.004509581,-.01429363,-.01511521,11792748100,500,11763839900,499,1276.66,.005085813
31aug2006,.02415016,.02167943,.0304195,.02869498,12005081900,500,11790170900,500,1303.82,.02127426
29sep2006,.02648685,.02529584,.02635443,.02510696,12287172200,500,12005081900,500,1335.85,.02456627
31oct2006,.03252684,.03141981,.03676831,.03560543,12650037300,500,12284784200,500,1377.94,.03150803
30nov2006,.01838487,.01588743,.02533884,.02350261,12854566800,500,12657755400,500,1400.63,.01646661
29dec2006,.01376778,.01229443,.008266587,.006708849,13029473900,500,12867573700,500,1418.3,.01261575
31jan2007,.01531296,.0143446,.02382482,.02307846,13216974400,500,12972393100,500,1438.24,.01405908
28feb2007,-.01928807,-.02159825,-.003042739,-.004503569,12895749800,500,13206451400,500,1406.82,-.02184615
30mar2007,.01089432,.009679057,.007339057,.005982663,13005460000,500,12867485600,500,1420.86,.009979955
30apr2007,.04399057,.04285663,.04329426,.0418615,13537495700,500,13015747100,500,1482.37,.04329068
31may2007,.03445916,.03215403,.03254993,.0309646,13933484500,500,13535505600,500,1530.62,.03254923
29jun2007,-.01662036,-.0178285,-.0184681,-.01970135,13663735800,500,13936166800,500,1503.35,-.01781631
31jul2007,-.03119703,-.03228349,-.04507887,-.0459027,13193212300,500,13704900700,500,1455.27,-.03198191
31aug2007,.01509399,.01285946,.0008946945,-.0009848839,13330873000,500,13194052900,500,1473.99,.01286359
28sep2007,.03746843,.03592305,.02430827,.0228773,13769329400,500,13312796200,500,1526.75,.035794
31oct2007,.01736036,.01629193,.01344686,.01261466,13950980000,500,13752503800,500,1549.38,.01482233
30nov2007,-.04138209,-.04358148,-.04979324,-.05169811,13292003200,500,13948591900,500,1481.14,-.04404343
31dec2007,-.006116354,-.007902999,-.01671923,-.0187474,13192725700,500,13301362400,500,1468.36,-.008628489
31jan2008,-.06116585,-.06233213,-.04503763,-.04590378,12349759000,500,13184204000,500,1378.55,-.06116347
29feb2008,-.03141937,-.03369335,-.02950074,-.0312742,11878113100,500,12349759000,500,1330.63,-.03476116
31mar2008,-.00339975,-.00505422,-.01272941,-.0145282,11811614000,500,11876323400,499,1322.7,-.005959583
30apr2008,.04862943,.04748969,.05240938,.05151623,12355609900,500,11811614000,500,1385.59,.04754668
30may2008,.01298614,.01070802,.02567676,.02367519,12480087000,500,12355609900,500,1400.38,.01067415
30jun2008,-.08284174,-.08456877,-.09836268,-.1000779,11454626800,500,12502599700,499,1280,-.08596238
31jul2008,-.007305983,-.008737696,-.003640514,-.004894328,11345697700,500,11452024700,500,1267.38,-.009859375
29aug2008,.01495508,.01268152,.02835924,.0263125,11492578600,500,11346985200,500,1282.83,.0121905
30sep2008,-.08546703,-.08728699,-.1033878,-.1052722,10506424200,499,11493547800,499,1166.36,-.09079146
31oct2008,-.1669803,-.1684554,-.2075624,-.2086768,8721274810,500,10510542900,500,968.75,-.1694245
28nov2008,-.07351224,-.07651426,-.1036347,-.1065793,8037282260,500,8696505310,500,896.24,-.07484903
31dec2008,.01199548,.009229434,.04400707,.0406422,8109042730,500,8021519600,500,903.25,.007821565
30jan2009,-.08261505,-.08403882,-.07840193,-.07927001,7435705930,500,8084926970,500,825.88,-.08565735
27feb2009,-.1035876,-.1074015,-.1169389,-.119918,6617839300,500,7436841000,500,735.09,-.1099312
31mar2009,.08763397,.08415439,.1094382,.1056723,7189263380,500,6632775060,500,797.87,.08540451
30apr2009,.09422965,.09255019,.1848572,.1835682,7852224940,500,7177559840,500,872.8099999999999,.09392507
29may2009,.05464018,.05184807,.06248665,.06010932,8290729500,500,7852224940,500,919.14,.05308143
30jun2009,.002475523,.000679859,-.004651295,-.006630771,8329679160,500,8278594410,500,919.3200000000001,.0001958352
31jul2009,.07448236,.07310081,.09392797,.093046,8959331860,500,8330426710,500,987.48,.07414176
31aug2009,.03475145,.0322552,.05782935,.05567747,9286963800,500,8961499530,500,1020.62,.03356017
30sep2009,.03653429,.03497823,.05252699,.05078731,9666276590,500,9288931500,500,1057.08,.03572338
30oct2009,-.01825885,-.01945812,-.03444823,-.03519809,9451781960,500,9614423480,500,1036.19,-.01976199
30nov2009,.06025717,.05760689,.05450233,.0519179,9992814410,500,9412470360,500,1095.63,.057364
31dec2009,.01898325,.01734579,.0482242,.04646904,10238877900,500,10042395500,500,1115.1,.0177706
29jan2010,-.03575115,-.03678086,-.03095489,-.0316115,9867598830,500,10237867300,500,1073.87,-.03697426
26feb2010,.03042442,.02801368,.04336525,.0412774,10189933300,500,9886203200,499,1104.49,.02851369
31mar2010,.06101396,.05942967,.07101381,.06918897,10842822700,500,10190187000,500,1169.43,.05879637
30apr2010,.0159769,.01495728,.02804886,.02734368,11007602400,500,10843492000,500,1186.69,.01475933
28may2010,-.08011112,-.08233694,-.07348575,-.07529791,10104365700,500,11007602400,500,1089.41,-.08197591
30jun2010,-.05352511,-.05511508,-.06183915,-.0635097,9545850680,500,10084249800,500,1030.71,-.05388238
30jul2010,.07045106,.06862005,.07361405,.07130652,10192112100,500,9554720790,500,1101.6,.06877783
31aug2010,-.04543414,-.04784042,-.0482865,-.05024001,9714331820,500,10200852800,500,1049.33,-.04744916
30sep2010,.09038309,.08875137,.1043073,.1026512,10565213300,500,9714331820,500,1141.2,.0875511
29oct2010,.03872603,.03708136,.03594567,.03451553,10950115500,500,10565213300,500,1183.26,.03685594
30nov2010,-.00005099688,-.002570646,.008205283,.005951858,10948613300,500,10958282500,500,1180.55,-.002290283
31dec2010,.06705447,.06524882,.07213439,.06992699,11683073300,500,10979450600,500,1257.64,.06530007
31jan2011,.02334892,.02231851,.02193476,.02119331,11992702700,500,11697591800,500,1286.12,.02264559
28feb2011,.03250839,.03025083,.041109,.03925319,12350222100,500,11997457000,500,1327.22,.03195658
31mar2011,.0006249059,-.0008674852,.009006741,.007430059,12360909700,500,12368073600,500,1325.83,-.001047302
29apr2011,.02944066,.02835772,.03162551,.03081654,12721282000,500,12371609000,500,1363.61,.02849536
31may2011,-.01131281,-.0135725,-.005578832,-.007503945,12546074800,500,12721282000,500,1345.2,-.01350093
30jun2011,-.01654476,-.01810616,-.01909765,-.02072578,12311707600,500,12542716700,500,1320.64,-.01825751
29jul2011,-.01982797,-.0209824,-.03533284,-.03611476,12076836200,500,12359746700,500,1292.28,-.02147444
31aug2011,-.05432162,-.0567341,-.06347203,-.06547189,11372211800,500,12076836200,500,1218.89,-.0567911
30sep2011,-.07023836,-.07173936,-.09069428,-.09235719,10547216800,500,11385528500,500,1131.42,-.07176201
31oct2011,.1090144,.1075541,.1344499,.1334621,11666326100,500,10553122800,500,1253.3,.107723
30nov2011,-.002727114,-.005551809,-.006581832,-.00908995,11550649100,500,11670262200,500,1246.96,-.005058645
30dec2011,.009427484,.007612536,.001153228,-.0008685836,11651626700,500,11573102900,499,1257.6,.008532751
31jan2012,.04520524,.04400266,.05639825,.05558698,12155927000,500,11653387700,500,1312.41,.04358302
29feb2012,.04334047,.04074428,.0419654,.03987143,12624202000,500,12155927000,500,1365.68,.04058945
30mar2012,.03286563,.03128163,.02313102,.02126976,13039494000,500,12631620300,500,1408.47,.03133238
30apr2012,-.006033907,-.007236737,-.007803676,-.008686276,12936189900,500,13020364700,500,1397.91,-.007497497
31may2012,-.05978969,-.06243256,-.07075198,-.07296702,12122975400,500,12960956700,500,1310.33,-.06265067
29jun2012,.04146507,.03988847,.0382965,.03647627,12600286300,500,12124832300,500,1362.16,.03955492
31jul2012,.01436268,.01309601,.002866092,.001956834,12762979000,500,12587155100,500,1379.32,.01259764
31aug2012,.02274409,.01993809,.03079003,.02839069,12981524900,500,12762979000,500,1406.58,.01976336
28sep2012,.02512,.02354709,.02400882,.02222193,13307014100,500,13003990200,500,1440.67,.02423609
31oct2012,-.0178371,-.01922735,-.007577225,-.008821419,13042326200,500,13349129300,500,1412.16,-.0197894
30nov2012,.005326279,.002153847,.01364006,.01068418,13053457900,500,13042326200,500,1416.18,.002846703
31dec2012,.008507723,.005902279,.02448639,.0214154,13142271500,500,13072103700,500,1426.19,.00706831
31jan2013,.05236106,.05102444,.06547115,.06466029,13808364900,500,13194165100,500,1498.11,.05042806
28feb2013,.01301251,.01051064,.01198607,.01000747,13922280600,500,13815166500,500,1514.68,.0110606
28mar2013,.03758439,.03602508,.04292485,.04098576,14436687900,500,13922280600,500,1569.19,.0359878
30apr2013,.01962145,.0184822,.01573706,.01496009,14691831600,500,14436687900,500,1597.57,.01808576
31may2013,.02312027,.02044054,.02839359,.02627814,15008107900,500,14719481600,500,1630.74,.02076278
28jun2013,-.01360112,-.01526242,-.0104954,-.01248564,14791521300,500,15031852600,500,1606.28,-.01499933
31jul2013,.05067199,.04928734,.05514418,.0542335,15481333300,500,14786715400,500,1685.73,.04946211
30aug2013,-.02920744,-.03163813,-.02782902,-.02985497,14967939700,500,15481333300,500,1632.97,-.03129801
30sep2013,.03165992,.03006444,.04040232,.03855197,15425476800,500,14998800000,500,1681.55,.02974948
31oct2013,.04626802,.04495277,.04282791,.04183882,16084261800,500,15417335700,500,1756.54,.04459576
29nov2013,.03081704,.02839805,.02373879,.02174291,16530422500,500,16089180200,500,1805.81,.02804946
31dec2013,.02595033,.02419578,.02973871,.02771021,17040676100,500,16648053400,500,1848.36,.02356283
31jan2014,-.0346656,-.03573136,-.0297354,-.03057011,16410535500,500,17038410100,500,1782.59,-.0355829
28feb2014,.04575679,.0431941,.05391768,.05178291,17141525900,500,16410535500,500,1859.45,.04311704
31mar2014,.00805598,.006536791,.007246493,.005367874,17232591700,500,17156265600,500,1872.34,.006932158
30apr2014,.006555134,.00538845,.003358443,.002493923,17338111900,501,17423852200,501,1883.95,.006200797
30may2014,.02330929,.02089496,.023075,.0210717,17675521400,501,17338451200,501,1923.57,.02103028
30jun2014,.02063541,.0190484,.02831287,.02646506,17997792100,501,17683660200,501,1960.23,.01905831
31jul2014,-.01397394,-.01527849,-.0225241,-.02346133,17705580400,501,17984429900,501,1930.67,-.01507986
29aug2014,.0397773,.03744552,.04278004,.04076805,18342510800,502,17711716900,502,2003.37,.03765532
30sep2014,-.01392835,-.0154671,-.02529684,-.02721242,18057660200,502,18356673600,502,1972.29,-.01551386
31oct2014,.02397182,.0227997,.02987445,.02892209,18434167500,502,18057660200,502,2018.05,.02320146
28nov2014,.02763117,.02515895,.02424628,.02177611,18871755500,502,18441296500,502,2067.56,.02453358
31dec2014,-.002473118,-.004249211,.003469405,.001452964,18847408800,502,18884186200,502,2058.9,-.004188512
30jan2015,-.02942959,-.03046778,-.02807861,-.0288067,18291336700,502,18835922300,502,1994.99,-.03104085
27feb2015,.05700754,.05430497,.05862376,.05631852,19233834700,502,18291336700,502,2104.5,.05489251
31mar2015,-.01499272,-.01662767,-.008458711,-.01038972,18945863400,502,19232847500,502,2067.89,-.01739606
30apr2015,.009100498,.00800359,.003947943,.003039361,19090457900,502,18953100800,502,2085.51,.008520762
29may2015,.01252177,.01014118,.008756167,.006719454,19246562600,502,19090457900,502,2107.39,.01049144
30jun2015,-.0193429,-.02102048,-.02192389,-.02376594,18822415700,502,19226971900,501,2063.11,-.02101177
31jul2015,.0212972,.0201012,.009476487,.008605567,19220137700,502,18763935400,500,2103.84,.01974204
31aug2015,-.0600856,-.06243259,-.05368702,-.05564959,18012263100,502,19225428200,502,1972.18,-.0625808
30sep2015,-.02454746,-.02625793,-.03359335,-.03565466,17566116800,505,18064149000,505,1920.03,-.02644282
30oct2015,.0834494,.08204906,.07363388,.07241734,18961900200,505,17577160000,505,2079.36,.08298308
30nov2015,.003372747,.0008165303,.0028994,.0003757227,18963723800,506,19011716700,505,2080.41,.000504963
31dec2015,-.01524733,-.01707592,-.02528301,-.02738265,18617395400,504,18933430400,504,2043.94,-.0175302
29jan2016,-.04910022,-.05025005,-.05596329,-.05682646,17677853600,504,18605162400,504,1940.24,-.05073534
29feb2016,-.00174151,-.004457253,.01183236,.009525977,17507959900,504,17641776800,504,1932.23,-.004128355
31mar2016,.0673404,.0651463,.0810251,.07806803,18634390600,504,17520835900,504,2059.74,.06599111
29apr2016,.003747368,.002576136,.01282074,.01197759,18690033000,505,18653831500,505,2065.3,.00269937
31may2016,.01848697,.01588563,.01448035,.01227557,18914293500,505,18635629600,505,2096.96,.01532949
30jun2016,.002674744,.001001579,-.0001081778,-.00204806,18902419700,505,18898632100,505,2098.86,.0009060735
29jul2016,.03657112,.03532359,.04332862,.04251578,19539744000,505,18912671000,505,2173.6,.03560981
31aug2016,.001247062,-.001395983,.002248904,.00006580444,19491364100,505,19539744000,505,2170.95,-.001219176
30sep2016,.0004459511,-.001033192,.0006246334,-.001234121,19493888200,505,19482887800,505,2168.27,-.001234483
31oct2016,-.0179578,-.01920612,-.02415602,-.02519574,19098854900,506,19493218800,505,2126.15,-.01942562
30nov2016,.0357898,.03300688,.05161342,.04933667,19675340900,505,19094596100,505,2198.81,.03417445
30dec2016,.01919962,.01756943,.01078756,.008846886,20013228000,505,19679794400,505,2238.83,.01820075
31jan2017,.01938444,.01831108,.02109154,.02031841,20371809800,505,19992614000,504,2278.87,.01788434
28feb2017,.03945896,.03705174,.03162045,.02969427,21074513100,505,20365481900,505,2363.64,.03719826
31mar2017,.001664499,.00005450074,.0001826789,-.001775262,21090060200,505,21109406900,505,2362.72,-.0003892302
28apr2017,.01059051,.00943878,.006858236,.005998937,21303082900,505,21100715400,505,2384.2,.009091217
31may2017,.01455207,.01191972,.004470795,.002333473,21539200800,505,21303082900,505,2411.8,.01157621
30jun2017,.005798139,.00436427,.01305091,.01126863,21614640700,505,21535422500,505,2423.41,.004813832
31jul2017,.02069642,.01916169,.01578151,.01428757,21944725800,505,21563104800,505,2470.3,.01934877
31aug2017,.002238264,-.0003243208,-.01059129,-.01285624,21947284000,505,21953451100,505,2471.65,.0005464923
29sep2017,.0200498,.01874199,.029365,.02764815,22371374100,505,21815688200,504,2519.36,.0193029
31oct2017,.02415805,.02300606,.01036432,.009472916,22841910200,505,22364394500,505,2575.26,.02218818
30nov2017,.03138916,.02886025,.0387858,.03657672,23487731800,505,22841910200,505,2647.58,.0280826
29dec2017,.01114916,.009850504,.01310152,.01137456,23675105600,505,23463244500,504,2673.61,.009831619
31jan2018,.05806007,.05701827,.04470717,.04389201,25029304500,505,23685773600,505,2823.81,.05617873
28feb2018,-.03766079,-.03970216,-.04335487,-.04506087,23987621000,505,25029304500,505,2713.83,-.03894738
29mar2018,-.0254586,-.0270916,-.008575318,-.01087883,23343477100,505,24023546700,505,2640.87,-.02688451
30apr2018,.003770307,.002655783,.003884251,.002993859,23358084000,505,23350152300,505,2648.05,.002718801
31may2018,.02380042,.02131663,.01556385,.01345093,23844718600,505,23360032700,505,2705.27,.02160835
29jun2018,.006840186,.005507358,.01121882,.009406624,23915147100,505,23781650300,505,2718.37,.0048424
31jul2018,.03714426,.03597036,.03229509,.03139598,24729614800,505,23906296300,505,2816.29,.03602159
31aug2018,.03293786,.03064667,.02000326,.01791308,25450302800,505,24728119200,505,2901.52,.03026322
28sep2018,.005137594,.00375802,.00159658,-.0002296129,25479213000,505,25450571600,505,2913.98,.004294301
31oct2018,-.06840877,-.06949176,-.07138032,-.07224666,23646634700,504,25433196500,504,2711.74,-.06940336
30nov2018,.01997987,.01747663,.02753426,.02517261,23948756900,504,23555706300,502,2760.17,.01785938
31dec2018,-.09092803,-.09245668,-.1004848,-.1024363,21738378700,504,23938590600,504,2506.85,-.09177695
