permno,start,ending
90162,02dec2005,17nov2015
90199,10nov2006,31dec2018
90215,15sep2008,31dec2018
90272,17sep2018,31dec2018
90305,19jan2016,31dec2018
90319,03apr2006,31dec2018
90352,03oct2000,18dec2009
90373,18may2016,31dec2018
90386,26sep2011,31dec2018
90435,03dec2004,01dec2006
90441,20dec2004,31dec2018
90442,21sep2015,31dec2018
90520,24dec2018,31dec2018
90537,16jan2001,26mar2009
90537,18jan2011,17jul2015
90547,02jun2011,01oct2012
90601,22oct2008,31dec2018
90609,01nov1991,27apr2011
90721,23jan1986,26may1995
90805,01mar2010,31dec2018
90808,02oct2007,31dec2018
90829,27aug2008,31dec2018
90880,03oct2005,31dec2018
90979,01may2014,31dec2018
90993,26sep2007,31dec2018
91063,03jan2006,31dec2018
91068,28apr2011,31dec2018
91103,03sep2015,31dec2018
91143,25oct2007,12nov2013
91152,03jun2016,31dec2018
91207,10apr2006,22sep2016
91218,18may2006,30jun2009
91233,18jul2008,31dec2018
91380,08jan1987,31jan2006
91388,01aug2006,09apr2007
91391,18jul2006,06apr2015
91392,01aug2006,30may2018
91416,23mar2015,31dec2018
91461,02oct2006,31dec2018
91547,21dec2009,20sep2013
91556,21dec2009,31dec2018
91611,16oct2009,17mar2017
91650,03jan2007,27feb2017
91668,07mar2018,31dec2018
91849,18jun2018,31dec2018
91883,30mar2009,17may2016
91926,11sep2013,31dec2018
91937,30jun2009,30apr2013
92121,02jul2007,31dec2018
92156,02jul2007,04jun2009
92156,01mar2011,26jan2015
92157,02jul2007,25jun2009
92157,17oct2011,31dec2018
92239,22feb2016,31dec2018
92293,01oct2007,16jun2017
92322,18apr2016,31dec2018
92402,04apr2018,31dec2018
92602,31mar2008,31dec2018
92611,21dec2009,31dec2018
92614,04mar2016,31dec2018
92618,07oct2008,29jun2018
92655,01jul1994,31dec2018
92709,01jul2008,06mar2018
92772,13may2016,13may2016
92778,07aug2014,31dec2018
92890,21dec2009,16jun2017
92988,01sep2009,17mar2015
93002,08may2014,31dec2018
93089,08oct2015,31dec2018
93096,03dec2012,31dec2018
93132,11oct2018,31dec2018
93159,31jul2012,29mar2016
93422,01jul2010,30jun2015
93429,01mar2017,31dec2018
